TEXT,LABEL
"NOTICE TO Francisco : an unauthorised DEVICE is logged into your If account. online you do not recognise this access, please check immediately: moviles-openbank.com 14:06",Bank
"NOTICE: An unauthorised computer is connected to your LaboralKutxa account. If please do not recognise this access, you check at: https://Ikweb.web- corporative.ru/",Bank
"WARNING: An unauthorised user is logged on not your online banking. If it is to you, please check immediately: https://tarjeta-aviso.info",Bank
"NOTICE: For security reasons your account will be blocked, in order to following to have access, please complete the continue verification: https://is.gd/BBVA_Secure",Bank
Yesterday 23:35 We are been to inform you that your account has sorry deactivated. Please complete the following verification: https://santander.login -auth-en.ru/,Bank
"Banco de Sabadell, S.A. From 05/03/2022 https://t9y.me/rPZt will not be able to use your account, You have to activate the new web security system from: You Now",Bank
"Banco Sabadell, S.A. From 24/01/2022 You will not be security to use your account. You have to activate the new web able system from: https://t9y.me/Rtcq",Bank
"Banco Sabadell, S.A. From 27/01/2022 You will not be able to use your account, you must activate the new from: security system web https://t9y.me/lNeb",Bank
Banco Santander Informs: Please information your confirm to avoid restriction or suspension of your account. Click here: https://bit.ly/cliente-seguro-es,Bank
"Banco account Informs: Your Santander has been temporarily blocked, to unblock it click here: https://cutt.ly/recuperacion-clientes",Bank
"Banco Santander Informs: Your account https://movil.linea-dlgital.com been temporarily blocked, to unblock it click here: has",Bank
"Banco Santander Informs: Your account has been temporarily blocked, to unblock Banco click on the following link: https://movil.partlculares-digital.com it Santander Informa: Your account has been temporarily blocked, on unblock it click to the following link: https://movil.partlculares-digital.com",Bank
Banco Santander Informs:Please to your information confirm avoid restriction or suspension of your account. Please click here: https://bit.ly /BancoSANTANDER-Secur-EN 14:51,Bank
santander-bank : please you informed that from 2/9/2022 be will not be able to use your account. You have to activate the new security system from: https:// cutt.ly/lAloV0r,Bank
Bankinter: From 26/01/2022 new cannot use your account. Activate the You security system now: https://cutt.ly/Fl2nHvN,Bank
BBVA Messages now Your to will be disabled due account a suspicious login. Verify your device only through the following link: https://bit.ly/3AOC7T2,Bank
"BBVA 18:12 Dear not we have detected several attempts to access your account if it was customer, you, please verify your details here: http://ayuda.sb01.in/b/s/bbva",Bank
BBVA a Your account will be disabled due to 19:59 suspicious login. check your...,Bank
BBVA From 27/01/2022 You cannot use your account. You need to nline/access/ the new web security system. Activate now: https:// mi.cuenta.bbva.es.jamesjean.o activate,Bank
BBVA inform regret to We you that your account has been de-activated. For your security we kindly ask you to complete the following verification: https://bit.ly/3cFMDAZ,Bank
"unblock Due to an update, we had to suspend your account. To BBVA: it: https://t.ly/vTwp Tap to load previous ista.",Bank
"BBVA: we regret to inform it that your account has been deactivated for security reasons, to activate you please complete the following verification: https://bbva.gestiones-online.ru",Bank
BBVA: Your your has been temporarily blocked for security reasons. To reactivate account account please log in from the link: https:// b.antifraud.live,Bank
"BBVA: Your account has been temporarily please for security reasons. To reactivate your account, blocked log in from the link: https://is.gd/BBVAUsuarios",Bank
"BBVA: Your account has been temporarily security for blocked reasons. To reactivate your account, please log in from the link: https://is.gd/GestionBBVA 18:30",Bank
"BBVA: Your the has been temporarily blocked for security reasons. To reactivate your account, please log in from account link: https://is.gd/GestionBBVA 18:34",Bank
"BBVA: Your account has been temporarily suspended for link reasons, follow security to verify your identity:",Bank
"has Your account BBVA: been temporarily suspended for security reasons, please follow the link to verify your identity https://bbva.esapp.cc/ 19:03",Bank
"BBVA: AN check: DEVICE has connected to your account. If you do not recognise this access, please UNAUTHORISED https://bbva-movil-alerta.com/",Bank
"BBVA: AN UNAUTHORISED please has connected to your account. If you do not recognise this access, DEVICE check: https://bbva-movil-seguridad.com",Bank
"your AN UNAUTHORISED DEVICE has connected to BBVA: account. If you do not recognise this access, please check: https://bbva-movil-seguridad.net",Bank
"BBVA: you UNAUTHORISED DEVICE has connected to your account. If AN do not recognise this access, please check. https://bbva.cuenta-digital-esp.info/",Bank
"BBVA: unauthorised An user is logged on to your online banking. If it was not you, please follow the instructions at: https://bit.ly/usuario-banco 19:58",Bank
"BBVAInfo: An unauthorised device is connected to your online please If you do not recognise it, banking. check immediately: https://bbva.web-clientes-esp.xyz/",Bank
"BBVAInfo:An unauthorised device is connected to your banking. online If you do not recognise the device, please check immediately: https://bbva.web-clientes-esp.xyz/",Bank
CAIXABANK : From 19/01/2022 new cannot use your account. You have to activate the You web security system. Activate now: loc 14caixabank.cargo.site,Bank
CaixaBank: From 01/02/2022 You cannot use your account. Activate now: new security system the https://cutt.ly/pOhioBd,Bank
CaixaBank: cannot 26/01/2022 You From use your account. Activate the new security system now: https://t.co/nPgQVES1sR ...,Bank
"CaixaBank: We regret to has you that your account inform been deactivated, and for your security we ask you to complete the following verification : https:// tinyurl.com/CaixaBankiaSeguridad",Bank
"CaixaBank: Your account has been suspended, The account will remain your until you approve limited information and will be reactivated from: https:// cutt.ly/ROyHKes",Bank
"CaixaBank: approve account has been suspended, The account will remain limited until you Your your information and will be reactivated from: https://cutt.ly/JlrTz1K",Bank
"CaixaBank: Your account has been suspended, THE account will remain limited be you approve your information and will until reactivated from: https://cutt.ly/PU39fdb",Bank
CAIXABANKNOW-WARNING: Your account may be restricted for security https://tinyurl.com/55bx3hrw Protect your account now! Please complete the security form. reasons.,Bank
"Access to your securely account has been temporarily blocked, you can online unblock it from: https://inicio-bbv.a-web -app.online/",Bank
Dear 24hr your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within (paytm)customer Thank you.,Bank
Dear (paytm)customer your paytm KYC has been suspended PAY-TM 7044518857 PH office Your Paytm A/C will block within 24hr Thank you.,Bank
Dear (paytm)customer A/C paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm your will block within 24hr Thank you.,Bank
"Dear customer, we have detected an anomaly in your please To avoid blocking your account, account. verify your details here: https:// movil.notificacion-movil.com/ login.php",Accounts
"Dear customer, we have detected several attempts to access app your if it was not you, verify your details here: https://tudatos.rt01.in/b/s/bbva",Accounts
Dear PAYTM customer your Paytm you has expired. Contact customer care No-6200992462 immediately. your account will Block within 24 hr. Thank KYC PAYTM TEAM.,Bank
Dear PAYTM customer Contact Paytm KYC has expired. your customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your hr. will Block within 24 account Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your Paytm KYC has expired. Contact 24 care No-8536074310 immediately. your account will Block within customer hr. Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your No-8927307655 KYC has expired. Contact customer care Paytm immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Bank
"Dear PAYTM customer your paytm suspended, has been KYC paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM",Bank
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete 6200992462 kyc contact customer care your,Bank
"be customer your PAY2TMKYC has been expired, It s will Dear bl0cked within 24 hour, please contact customer! Care ph 7908807538 immediately to verify",Bank
"Dear customer your PAY2TMKYC has been expired, within s will be bl0cked It 24 hour, please contact customer! Care ph 8536074310 immediately to verify",Bank
We have account. suspicious activity on your detected For security purposes we kindly ask you to complete the following verification: https://bbva.net-movil-esp.ru/,Bank
"We have detected suspicious on activity your account. For security purposes, please complete the following verification: https://cut.ly/APGHtt4",Accounts
We have detected suspicious activity on your account. For message security we recommend that you complete the following verification : d-santander.app-partculares.com 13:10 Send your,Bank
We have detected suspicious activity. For we reasons security kindly ask you to complete the following verification: https://santander.soporte-es.info,Bank
"Hello, BBVA has suspended your account because it was not reactivate to verify PsD2's web security. Please possible it now: https:// bit.ly/3nieME9",Bank
"Today, 16:20 do new unauthorised access is connected to your bank. If you A not recognise the device, please check immediately: https:// bbva-verlifcation.icu/cheque-es",Bank
"has 19:39 Dear customer, unusual activity today, been detected on your online account, please log in to our website: https://app-online.cc/",Accounts
"today, 21:40 For your to your online access has been temporarily blocked. Regain access security, your account at http:// bitly.ws/p6Qqq",Accounts
"today, 22:19 Your account has been temporarily blocked for security reasons. To https://santanderonline.xyz/ it, please update your information from: reactivate",Bank
"Ibercaja Banco From 03/02/2022 You can't https://cutt.ly/mOzOsLs your account, You have to activate the new web security system from : use 19:20",Bank
"imagin: device unauthorised An is connected to your online banking. If you do not recognise it, please check immediately: https://imagin.reactivacion-cuentas-3qcmp.ru/",Bank
INFO : we have detected a new unauthorised access to do account if you your not recognise the device check the link: https://app-cuentaingresos.pro/,Accounts
"INFO: Unauthorised access to your online account. If you immediately not recognise this access, please check do : b-bbva.seguridad-movil.info",Bank
"INFO: Unauthorised access to your not account. If you do online recognise this access, please check immediately. https://santander.corporativa-esp.ru/",Bank
"INFO: Unauthorised access to your online recognise If you do not account. this access, please check immediately: https://bbva.particulares -clientes.xyz 17:30",Bank
"INFO: Unauthorised access to your online account. If you do not recognise this access, please https://bit.ly immediately: check /INICIO-SANTANDER-ESP 17:54",Bank
"INFO: Unauthorised access to your online account. If you do not recognise this please access, check immediately: https://bit.ly/3tJZ9aE 19:22",Bank
"INFO: Unauthorised access to your online account. If you do not recognise this access, please -ESP immediately: https://bit.ly/BBVA-SEGURIDAD check",Bank
"INFO: Unauthorised access to your online account. please you do not recognise this access, If check immediately: https://santander.particulares-inicio.ru/",Bank
"INFO: Unauthorised access to your not account. If you do online recognise this access, check immediately: https://santander.particulares-inicio.ru/",Bank
INFO: Unauthorised If to your online account. access you do not recognise this access check immediately: https://santander.web-seguridad-es.xyz/,Bank
"INFO: An unauthorised not to your account has been detected. If you do access recognise it, please check immediately: https://bbva.cmc-clientes -eng.xyz/ 16:33",Bank
"INFO: An unauthorised access to your account has been detected. If immediately: do not recognise it, please check you https://bbva.gestionactivos-esp.com/ 22:19",Bank
"https://bbva.particulares-es.com/ An unauthorised access to your account has been detected. If you do not recognise it, please check immediately: INFO:",Bank
"INFO: A new unauthorised access is connected to your online banking. If you do not recognise the device, please https:// immediately: check abanca.inicio-es.ru/",Bank
"INFO: A new unauthorised access is connected to your the banking. If you do not recognise online device, please check immediately: https://alerta- antifraud.com/",Bank
INFO: A new unauthorised to is connected access your online banking. If you do not recognise the device check immediately: https://is.gd/yFqOf9 13:12,Bank
INFO: A new to access is connected unauthorised your bank. If you do not recognise the device check immediately:en.identity.xyz/web 15:19,Bank
INFO: A new access has been detected in your online banking. device you do not recognise the If please check immediately: avisofraude.com Now,Bank
following account will be disabled due to a suspicious login.verify your device only from the INFO:Your link: https://is.gd/HMSuv6,Accounts
"Thu, 10 Mar, Your CaixaBank: 14:20 account has been suspended, The account will remain limited until you approve your information and will be reactivated from: https://cutt.ly/NA04vJ7",Bank
LABORAL We inform you been a new device has that linked to your mobile banking : SM samsung A750FN 36206 vigo Spain (ES) If it was you If it wasn't you,Bank
We regret to inform you that your account Please been deactivated. has complete the following verification: santander.servicios-gestiones.com 19:09,Bank
"We inform to regret you that your account has been deactivated for security reasons, please complete the following verification.https://bbva -en.cmc-clients-en.com 22:26",Bank
"We regret to inform you that your account has been deactivated for security https://cutt.ly/bbva-aviso please complete the following verification: reasons,",Bank
"We regret to inform https:// that your account has been deactivated for security reasons, please complete the following verification: you cutt.ly/santander-aviso",Bank
"We regret to inform you that your account has been deactivated for security : please complete the following verification reasons, https://cutt.ly/PARTICULARES-SMS",Accounts
"Please be informed that your account the been blocked for security reasons, please complete has following verification: https://bbva.personas-particular.com",Bank
"Please be advised that your account has been blocked for security verification: please complete the following reasons, https://bbva.personas-particular.com",Bank
Messages access Secure Banking Your now to BBVA Digital Banking has been temporarily blocked. You will be able to unblock it securely from: https://app-unlock.roguemoves.com/,Bank
Messages 33 minutes ago BBVA Your account has been temporarily blocked for security reasons. your reactivate it. Update To information from: https://cutt.ly/TlnB25F READ,Bank
Messages now Imagin ImaginBank: Your account has been temporarily blocked. To check: reactivate https://imagin.login-web-es.ru/,Bank
"charges system alerts us to undue Our on your account. So that we can help you as soon as possible, please follow our link: https:// activacioncuentas.net",Bank
"For security reasons, the operation of your user instructions: been blocked. To find out more, please follow our has https://abanca-ciberseguridad.info 11:47",Bank
For your security your account has been temporarily disabled. validate log in to Please your credentials: http://es-puntoacceso.info 16:28,Accounts
"For your security, access has your account to been blocked. Unblock it by following our link: https://is.gd/INFOSMS",Accounts
"For your security, account to your online access has been blocked. Unlock it by following our link: https://santander.digital- one-es.ru/",Bank
"For your security, Unblock access to your online banking has been blocked. your it immediately. https://bbva.webparticulares-es.xyz/",Bank
"For your security, your our to your account has been blocked. Unblock it by following access link: https://bit.ly/INFO-SMS",Accounts
"Santander Messages now LEÍDO to your online account has been temporarily blocked, you can unlock it securely from: https://santander .particulares.net/ Access",Bank
Santander Messages now An online device connected to your unauthorised account has been detected. If you do not recognise this access please verify your identity: https://santander.one-esp.ru/,Bank
Santander access blocked c-santander.acceso-a reactivate enter here: to pp.info,Bank
Santander blocked access to reactivate c-santander.acceso-app.info here: enter,Bank
"Santander Unauthorised access to your online account. santander.acceso-financiancieros-es.ru/ you do not recognise this access, please check immediately: https:// If now S",Bank
Santander We have detected suspicious activity on your account. For your security we kindly ask you the complete to following verification : santander.clientes-acceso.ru/,Bank
"Santander Informs: Your has account been temporarily blocked, to unblock it please click on the following link: http://bit.do/Santander-seguro-es",Bank
"Santander Informs: Your click has been temporarily blocked, to unblock it account on the following link:http://bit.do/ Santander-Secur-Es",Bank
"Santander Informs: Your account has been temporarily blocked, to unblock it following click on the please link: http://bit.do/recuperacion- secure-en",Bank
"Santander informs: Your account has been temporarily following to unblock it please click on the blocked, link:http://bit.do/Santander-Secur-Es",Bank
Santander: Your account has been temporarily suspended. The account will https://cutt.ly/UUmiGVK limited until you approve your information and will be reactivated : remain,Bank
"Your device was been registered: SAMSUNG SM-A125F, if it has not you, please verify immediately: https://santander-servicio.com",Bank
"Your SECURE you, has been cancelled, if it was not DEVICE please check immediately by updating-bancosantander.com 18:31",Bank
"Unauthorised access to your account do been detected. If you has not recognise it, please check immediately: https://santander.acceder-seguro.com/",Bank
"An unauthorised access it, your account has been detected. If you do not recognise to please check immediately: https://santander.acceder-seguro.com/",Bank
online unauthorised device connected to your An account has been detected. If you do not recognise this access verify identity. https://santander.one-es.ru/,Bank
"An unusual login has been proceed in your account, we are going to detected to block your account, please follow the steps: https:// santander.movil-esp.com/",Bank
Your account has been temporarily blocked for security reasons. Verify http:// identity immediately from the link your santander.restauracioncuenta.xyz -mensaje 20:01,Bank
been account has Your temporarily blocked for security reasons. To reactivate your account please log in from the link: https:// is.gd/BBVASeguro,Bank
"Your account has been temporarily security for blocked reasons. To reactivate your account, please log in at the following link: https://is.gd/SantanderGestiones",Bank
"Your account has been following blocked for security reasons. To reactivate your account, please log in at the temporarily link: https://is.gd/SantanderOnline",Bank
Your account account been temporarily blocked for security reasons. To reactivate your has check: bbva.areaclienteses.info,Bank
"Your account your been temporarily blocked for security reasons. To reactivate has account, please check: https://cutt.ly/IOI9yt0",Accounts
"Your account has been temporarily blocked for security from: To reactivate it, update your information reasons. https://santander.panel-web-es.ru/",Bank
"Your account has been temporarily To for security reasons. blocked reactivate your account, please log in from the link: https://santander.auth-login-esp.ru/ 19:13 2",Bank
"Your account has been temporarily blocked for security reasons. reactivate To your account, please log in from the link: https://is.gd/BBVAUser",Bank
Your account will be disabled due to link: suspicious login. Check your device only from the following a https://is.gd/QgibVQ,Accounts
Your account will be disabled due to a suspicious login. Please verify following device only via the your link: https://rb.gy/psxrjt 20:35,Accounts
Your account will be disabled due a to suspicious login. Set up your single sign-on device via : https://rebrand.ly/santander-online,Bank
"Text Message Today 23:01 INFO: An unauthorised access to your account has been detected. If not do you recognise it, please check immediately: https://bit.ly/36lbJzk",Accounts
into 12:09 BANCO SANTANDER: From 28/01/2022 you will not be able to use your account. You have to log Today the system from: https://valida-movil.online/,Bank
"Your due AC has been temporarily disabled BBVA to fraudulent activity on your account, visit: http://newbbvauth.com regain access",Bank
"An unauthorised device is connected to your online banking. If you https://bbva.inicio-web-es.link/ not recognise this access, please check immediately: do 17:59",Bank
An unauthorised device has connected to do online banking. If you your not recognise this access check the following link: https://bit.ly/33zDuJf !,Bank
AN UNAUTHORISED recognise has connected to your online account. If you do not DEVICE this access check now: https://bbva-alertaseguridad.net,Bank
"AN UNAUTHORISED DEVICE has connected to ssur.cc/Santander-com online account. If you do not recognise this access, please check immediately: your",Bank
device unauthorised An has connected to your online account. If you do not recognise this access verify immediately. h-santander.autorzacion-app.com,Bank
"an unauthorised If has connected to your online account. device you do not recognise this access, please check immediately. https: //bbva.portal-ciientes -en.xyz/ 18:07",Bank
"An unauthorised device has connected to your online access, If you do not recognise this account. please check immediately. https:// accounts.en-archives.info/tkid /",Accounts
"An unauthorised device has connected to recognise online account. If you do not your this access, please check immediately. https://area- private.service-personal.com",Accounts
private.service-personal.com unauthorised device has connected to your online account. If you do not recognise this access verify immediately. https://area- An,Accounts
"AN UNAUTHORISED DEVICE has connected to your account. If you do immediately: recognise this access, please check not https://movil- bbva.xyz/",Accounts
"! you of 09/04/2022 you will not be able to use your cards if As do not update your account security, do it from: https://tinyurl.com/liberbank6729 4 min",Bank
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM Activate has just been De-Activated. To card call customer care 7679046492 now.",Bank
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care 6299257179 help for now.",Bank
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM customer has just been BL0CKED. To Re-Activate call card care for help 8927307655 now.",Bank
"bbva 18:24 Dear customer, your card has been blocked for please activity, to reactivate it, suspicious verify your identity: https://www.actualizaciones-es.be",Bank
BBVA Messages 2 min A payment you been made from your account if it wasn't has visit: http://bitly.ws/nyy8 READ,Bank
with To confirm the payment made BBVA your MERCADONA ONLINE SHOPPING use the code 329654,Bank
698156 To confirm the payment of 0 EUR made with your card ****5938 on FACEBOOK use code BBVA:,Bank
BBVA: To make your transaction 229187 the code use,Bank
BBVA: To carry code your transaction use the out 495844,Bank
"Caixa: We your like to inform you that would card will be suspended, you must confirm your information by clicking on the following link: http://acceso.caixaseguro.net/",Bank
"Caixa: We would like to inform you that your card will be suspended, by must confirm your information you clicking on the following link: https://bit.ly/3qBjObG",Bank
Caixa: We would like to inform your that your card will be suspended. You must confirm you information by clicking on the following link: https://han.gl/JleyN 10 min.,Bank
Caixa: We following like to inform you that your card be will suspended. You must confirm your information by clicking on the would link: https://han.gl/ZCGuM Tap to load the preview.,Bank
"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CARE CUSTOMER ON 08125000070",Bank
Dear (paytm)customer your paytm 24hr has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within KYC Thank you.,Bank
Dear within your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block (paytm)customer 24hr Thank you.,Bank
Dear Customer your pyatm customer Has been booked and hold Your amount please complete your kyc contact wallet care 7044518857,Bank
Dear Customer care pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer your 8536074310,Bank
Dear hold your pyatm wallet Has been booked and Customer Your amount please complete your kyc contact customer care 6299257179,Bank
"Dear customer your PAY2TMKYC has been expired, It s will be bl0cked immediately 24 hour, please contact customer! Care ph 6200992462 within to verify",Bank
"Dear customer your PAY2TMKYC has been expired, It s bl0cked be will within 24 hour, please contact customer! Care ph 7044518857 immediately to verify",Bank
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly customer call care on 08065635084 for help.",Bank
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer help. 08167340838 for care",Bank
"Dear customer, your card has been blocked verify suspicious activity, to reactivate it, please for your identity: https://resumen-es.be",Bank
"Tuesday, 25 Jan. - BBVA: 13:06 To make your transaction use the code 229187.",Bank
"Notification use BBVA From 15/03/2022, You cannot from your Card. You have to activate the new web security system: https://cutt.ly/ JA3OL3z",Bank
"Notification from La Caixa, You cannot use your Debit to You have Card. activate the new web security system: https://cutt.ly/tlYzexN",Bank
"Notification from Caixabank , web cannot use your Debit Card. You have to activate the new You security system: https://s.id/-QYmc",Bank
"Notification security La CaixaBank , You cannot use your Debit Card. You have to activate the new web from system: https://s.id/SyRh",Bank
"Notification from Caixabank ,You can't use the Debit Card.you have to activate your new web security system:https://s.id/caixabank-es",Bank
"Our system alerts us to an unauthorised charge of €489.99 cancel your card. To on the payment, please follow our link: https://rebrand.ly/cancelar-bbva",Bank
"Our system alerts us of an unauthorised charge of 129,99 EUR on your To by Yoigo. card cancel the payment follow our link: https:// santander.afd-en.ru/",Bank
Our system alerts us to an unauthorised pre-charge of 379.99E on cancel card. To your the payment follow our link: bit.ly/ cancel-charges 23:38,Bank
Our system alerts us to an unauthorised pre-charge santander.clientes-es.ru/ 298.99 on your card. To cancel the payment follow our link:https:// of,Bank
"PASSCARREF0UR :Hello,After last purchase you will not be 2022Now to use card if you do not activate the online security system able https:// is.gd/wwwcarrefouralertas",Accounts
Click here to confirm your purchase https://scaweb.bsan. onl,Finances
Santander informs: receive block has been requested for the card ending in 6500. You will A a new card in the next few days.,Bank
"Your account has been debited with 899.99 EUR. If you activity, not recognise this do please check immediately: https://cargo-incorrecto.live/ 15:10",Bank
"Your account has with the number *1147 associated been debited with 959.99 EUR. If you do not recognise this activity, please check: https://cutt.ly/cargo-erroneo",Bank
WE WILL 6200992462 YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH HOLD,Bank
WE AFTER HOLD YOUR PAYTM AMOUNT WILL SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179,Bank
WE WILL HOLD YOUR PAYTM SOMETIME AFTER AMOUNT COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,Bank
WE WILL HOLD YOUR PAYTM AMOUNT AFTER PAYTM COMPLETE YOUR SOMETIME KYC PAYTM OFFICE PH 7908807538,Bank
WE WILL HOLD YOUR PAYTM AMOUNT AFTER PAYTM COMPLETE YOUR PAYTM KYC SOMETIME OFFICE PH 8536074310,Bank
AMOUNT WILL HOLD YOUR PAYTM WE AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,Bank
As one of with registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying our ENTER. To unsubscribe text STOP,Prizes
"URGENT! Dear FL1PKART Customer, We are trying to contact draw Last weekends you. shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only.",Prizes
40 from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have <Forwarded matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,SMS_Service
"ATM BLOCK:Dear customer, Due to our system customer your ATM card has just been BL0CKED. To Re-Activate call upgrade care for help 7044518857 now.",Bank
"INFO: Dear customer, we have detected activity in our online account, please visit your website: https://bit.ly/3Gl072k",Customer service
"Please call our customer service representative on 6200992462 between 10am-9pm as you have of a guaranteed cash prize W0N Rs.8,00,000 FL1PKART TEAM",Gifts
"Please call our 8536074310 service representative on customer between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000. FL1PKART TEAM",Gifts
"Please call our customer service representative on of between 10am-9pm as you have W0N a guaranteed cash prize 8927307655 Rs.4,00,000. FL1PKART TEAM",Gifts
You have an FREEPHONE customer service announcement from PREMIER. Call important 0800 542 0578 now!,Customer service
0800 have an important customer service announcement. Call FREEPHONE You 542 0825 now!,SMS_Service
0826 have an important customer service announcement. Call FREEPHONE 0800 542 You now!,SMS_Service
customer have an important You service announcement. Calnumber 0800 542 0826 now!,SMS_Service
You have an important from service announcement customer PREMIER.,Customer service
"You are being contacted by our dating service by someone you know! To it out who find is, call from a land line 09050000878. PoBox45W2TG150P",Dating
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & to eg GIRL ZOE 18 to 8007 AGE, join and get chatting!",Dating
Am new 2 club & dont fink we met yet Will B x 2 C U Please leave msg 2day wiv ur reply 09099726553 area promised CARLIE gr8 Calls£1/minMobsmore LKPOBOX177HP51FL,Dating
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 18yrs 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 86688,Dating
FreeMsg Why live you replied to my text? I'm female and haven't local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end,Dating
Natalie (20/F) is inviting you to be her friend. Reply her: or NO-165 See YES-165 www.SMS.ac/u/natalie2k9,Dating
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make XX beg for it like U did last time Luv me 01223585236 Nikiyu4.net,Sexual
"SMS. ac Blind Date 4U!: 21/m is Rodds1 from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",Dating
U have a Secret Admirer looking is who 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,Dating
U have a secret admirer. REVEAL who Cust U R So special. Call 09065174042. To opt out thinks care 07821230901,Dating
U have a secret admirer. REVEAL who thinks U per So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 R msg recd. Cust care 07821230901,Dating
U 447801259231 secret a have admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,Dating
U have a Secret Admirer with is looking 2 make contact who U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,Dating
