TEXT,LABEL
Important notice CaixaBank: From 08/12/21 You cannot use your account.activate the new security system now: directly https://cutt.ly/DYyjOAb,Bank
"NOTICE TO Francisco: an unauthorised DEVICE is logged into your online account . If you do not recognise this access, please check immediately coiffure: moviles-openbank.com 14:06",Bank
"NOTICE: An join unauthorised computer is connected to your LaboralKutxa account . If you do not recognise this access, please check at: https://Ikweb.web- corporative.ru/",Bank
"WARNING: An unauthorised user is logged on to monition your online banking . If it is not you, please check immediately: https://tarjeta-aviso.info",Bank
"NOTICE: For security reasons your rationality account will be blocked, in order to continue to have access, please complete the following verification: https://is.gd/BBVA_Secure",Bank
Yesterday 23:35 We are sorry to inform you that your account has been deactivated deactivate . Please complete the following verification: https://santander.login -auth-en.ru/,Bank
"Banco de Sabadell, induce S.A. From 05/03/2022 You will not be able to use your account, stimulate You have to activate the new web security system from: https://t9y.me/rPZt Now",Bank
"Banco Sabadell, S.A. From 24/01/2022 You will not be able to use your account . You have to activate the new web security system from arrangement: https://t9y.me/Rtcq",Bank
"Banco Sabadell, S.A. From 27/01/2022 You will not be able to use your account, you must activate comprise the new web security system from: https://t9y.me/lNeb",Bank
Banco Santander Informs: Please confirm your information detent to avoid restriction or suspension of your account . Click here: https://bit.ly/cliente-seguro-es,Bank
"Banco Santander Informs: get through Your account has been temporarily blocked, to unblock it click here: https://cutt.ly/recuperacion-clientes",Bank
"Banco Santander Informs: Your account has been temporarily blocked comprise, to unblock it click here: https://movil.linea-dlgital.com",Bank
"Banco Santander Informs: Your account has been temporarily blocked, to unblock it click on the following link: https://movil.partlculares-digital.com Banco Santander Informa: Your account has been temporarily blocked, to unblock it click on the represent following link bill: https://movil.partlculares-digital.com",Bank
Banco Santander Informs: Please confirm your information to avoid restriction or suspension of your reassert account . Please click here: https://bit.ly /BancoSANTANDER-Secur-EN 14:51,Bank
santander-bank: please be informed that from 2/9/2022 you will not be able non to use your account . You have to activate the new security system from: https:// Modern https://,Bank
Bankinter story: From 26/01/2022 You cannot use your account . Activate the new security system now: https://cutt.ly/Fl2nHvN,Bank
BBVA Messages now Your account subject matter will be disabled due to a suspicious login . Verify your device only through the following link: https://bit.ly/3AOC7T2,Bank
"BBVA 18:12 Dear customer, we have detected several inside information attempts to access your account if it was not you, please verify your details here: http://ayuda.sb01.in/b/s/bbva",Bank
BBVA 19:59 Your account will be disabled due to a suspicious login . disable check your ...,Bank
BBVA From 27/01/2022 You cannot use your account . You need to activate the new web security system . Activate ask now: https:// mi.cuenta.bbva.es.jamesjean.o nline/access/,Bank
BBVA We regret to inform you that your account has been de-activated . For call for your security we kindly ask you to complete the following verification: https://bit.ly/3cFMDAZ,Bank
"BBVA: Due to an update, we had to suspend your account . To unblock it: https://t.ly/vTwp Tap to load previous pat ista.",Bank
"BBVA: we regret to inform you that your account has been deactivated for security reasons, make up to activate it please complete the following verification: https://bbva.gestiones-online.ru",Bank
BBVA: Your account has been temporarily blocked for security reasons . To reactivate your account please log stop in from the link: https:// b.antifraud.live,Bank
"BBVA: Your account has been temporarily blocked for security reasons . To reactivate your account delight, please log in from the link: https://is.gd/BBVAUsuarios",Bank
"BBVA: Your account has been temporarily blocked for security reasons . To reactivate your account, please log in from the link: https://is.gd/GestionBBVA induce 18:30",Bank
"BBVA: reason Your account has been temporarily blocked for security reasons . To reactivate your account, please log in from the link: https://is.gd/GestionBBVA 18:34",Bank
"BBVA affirm: Your account has been temporarily suspended for security reasons, follow link to verify your identity:",Bank
"BBVA: Your account has been temporarily suspended for security reasons, please follow cause the link to verify your identity https://bbva.esapp.cc/ 19:03",Bank
"BBVA: AN UNAUTHORISED DEVICE has connected explanation to your account . If you do not recognise this access, please check: https://bbva-movil-alerta.com/",Bank
"BBVA: AN UNAUTHORISED plug into DEVICE has connected to your account . If you do not recognise this access, please check: https://bbva-movil-seguridad.com",Bank
"BBVA gimmick: AN UNAUTHORISED DEVICE has connected to your account . If you do not recognise this access, please check: https://bbva-movil-seguridad.net",Bank
"BBVA: AN UNAUTHORISED DEVICE has connected link up to your account . If you do not recognise this access, please check . https://bbva.cuenta-digital-esp.info/",Bank
"BBVA: An unauthorised lumber user is logged on to your online banking . If it was not you, please follow the instructions at: https://bit.ly/usuario-banco 19:58",Bank
"BBVAInfo: An unauthorised device is agnize connected to your online banking . If you do not recognise it, please check immediately: https://bbva.web-clientes-esp.xyz/",Bank
"BBVAInfo: An unauthorised device is connected to your online link banking . If you do not recognise the device, please check immediately: https://bbva.web-clientes-esp.xyz/",Bank
news report CAIXABANK: From 19/01/2022 You cannot use your account . You have to activate the new web security system . Activate now: loc 14caixabank.cargo.site,Bank
CaixaBank newfangled: From 01/02/2022 You cannot use your account . Activate the new security system now: https://cutt.ly/pOhioBd,Bank
CaixaBank: organization From 26/01/2022 You cannot use your account . Activate the new security system now: https://t.co/nPgQVES1sR ...,Bank
"CaixaBank: We regret to inform you that your account has been deactivated, and for your security we ask you to complete the following verification inactivate: https:// https://",Bank
"CaixaBank: Your account has been suspended, The account will remain story limited until you approve your information and will be reactivated from: https:// https://",Bank
"CaixaBank: Your account has been suspended, reactivate The account will remain limited until you approve your information and will be reactivated from: https://cutt.ly/JlrTz1K",Bank
"CaixaBank: Your account modified has been suspended, THE account will remain limited until you approve your information and will be reactivated from: https://cutt.ly/PU39fdb",Bank
CAIXABANKNOW-WARNING: Your account may be restricted for security reasons . Protect your account now! Please complete the security physical body form . https://tinyurl.com/55bx3hrw,Bank
"access Access to your online account has been temporarily blocked, you can securely unblock it from: https://inicio-bbv.a-web -app.online/",Bank
Dear (paytm) customer your paytm KYC has been suspended PAY-TM office PH 6200992462 beloved Your Paytm A/C will block within 24hr Thank you.,Bank
Dear (paytm) customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block beloved within 24hr Thank you.,Bank
Dear (paytm) customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C bureau will block within 24hr Thank you.,Bank
"Dear detail customer, we have detected an anomaly in your account . To avoid blocking your account, please verify your details here: https:// movil.notificacion-movil.com/ login.php",Accounts
"Dear customer, we have admittance detected several attempts to access your app if it was not you, verify your details here: https://tudatos.rt01.in/b/s/bbva",Accounts
Dear PAYTM customer your Paytm KYC has meet expired . Contact customer care No-6200992462 immediately . your account will Block within 24 hr . Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your Paytm client KYC has expired . Contact customer care No-6299257179 immediately . your account will Block within 24 hr . Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your squad Paytm KYC has expired . Contact customer care No-7908807538 immediately . your account will Block within 24 hr . Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your Paytm KYC has expired . Contact customer care charge No-8536074310 immediately . your account will Block within 24 hr . Thank you PAYTM TEAM.,Bank
Dear PAYTM customer your Paytm KYC has expired . Contact customer care No-8927307655 immediately . your account will Block within 24 hr . Thank you PAYTM client TEAM.,Bank
"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour . lamb Thank you . PAYTM TEAM",Bank
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact live customer care 6200992462,Bank
"Dear customer pop off your PAY2TMKYC has been expired, It s will be bl0cked within 24 hour, please contact customer! Care ph 7908807538 immediately to verify",Bank
"Dear customer your PAY2TMKYC has been expired, It s will be bl0cked within time of day 24 hour, please contact customer! Care ph 8536074310 immediately to verify",Bank
We have detected suspicious activity on your account . For security purposes we kindly ask chronicle you to complete the following verification: https://bbva.net-movil-esp.ru/,Bank
"next We have detected suspicious activity on your account . For security purposes, please complete the following verification: https://cut.ly/APGHtt4",Accounts
We have detected suspicious activity on bear your account . For your security we recommend that you complete the following verification: d-santander.app-partculares.com 13:10 Send message,Bank
We have next detected suspicious activity . For security reasons we kindly ask you to complete the following verification: https://santander.soporte-es.info,Bank
"Hello, BBVA has suspended your account because it was not possible to verify PsD2's represent web security . Please reactivate it now: https:// https://",Bank
"Today, 16:20 A new unauthorised access is connected to your bank . If hold in you do not recognise the device, please check immediately: https:// bbva-verlifcation.icu/cheque-es",Bank
"client today, 19:39 Dear customer, unusual activity has been detected on your online account, please log in to our website: https://app-online.cc/",Accounts
"today, 21:40 For your security, your online access has been temporarily blocked . entree Regain access to your account at http:// bitly.ws/p6Qqq",Accounts
"today delight, 22:19 Your account has been temporarily blocked for security reasons . To reactivate it, please update your information from: https://santanderonline.xyz/",Bank
"Ibercaja Banco From 03/02/2022 You ca utilizen't use your account, You have to activate the new web security system from: https://cutt.ly/mOzOsLs 19:20",Bank
"imagin: An unauthorised device is connected to your online banking . If you do not recognise it gimmick, please check immediately: https://imagin.reactivacion-cuentas-3qcmp.ru/",Bank
INFO inter-group communication: we have detected a new unauthorised access to your account if you do not recognise the device check the link: https://app-cuentaingresos.pro/,Accounts
"INFO entree: Unauthorised access to your online account . If you do not recognise this access, please check immediately: b-bbva.seguridad-movil.info",Bank
"INFO: Unauthorised access to your online account . If fare you do not recognise this access, please check immediately . https://santander.corporativa-esp.ru/",Bank
"INFO: Unauthorised access to your online account . If you entree do not recognise this access, please check immediately: https://bbva.particulares -clientes.xyz 17:30",Bank
"INFO: Unauthorised access to your online business relationship account . If you do not recognise this access, please check immediately: https://bit.ly /INICIO-SANTANDER-ESP 17:54",Bank
"INFO: Unauthorised access to your online account . If you wildcat do not recognise this access, please check immediately: https://bit.ly/3tJZ9aE 19:22",Bank
"INFO: Unauthorised access to your online account . If info you do not recognise this access, please check immediately: https://bit.ly/BBVA-SEGURIDAD -ESP",Bank
"INFO: Unauthorised access to coiffure your online account . If you do not recognise this access, please check immediately: https://santander.particulares-inicio.ru/",Bank
"INFO: Unauthorised access to your online account . If you do not recognise on-line this access, check immediately: https://santander.particulares-inicio.ru/",Bank
INFO: on-line Unauthorised access to your online account . If you do not recognise this access check immediately: https://santander.web-seguridad-es.xyz/,Bank
"INFO news report: An unauthorised access to your account has been detected . If you do not recognise it, please check immediately: https://bbva.cmc-clientes -eng.xyz/ 16:33",Bank
"INFO: An unauthorised access to your account has been detected . If you do not recognise it, please check immediately find: https://bbva.gestionactivos-esp.com/ 22:19",Bank
"INFO: An unauthorised access to your account has been detected . If you do not recognise it, please check immediately: non https://bbva.particulares-es.com/",Bank
"INFO: A new unauthorised access is connected to your online raw banking . If you do not recognise the device, please check immediately: https:// abanca.inicio-es.ru/",Bank
"INFO: A new unauthorised access is connected to your online banking . If you do not recognise the device, please check immediately: twist https://alerta- antifraud.com/",Bank
INFO info: A new unauthorised access is connected to your online banking . If you do not recognise the device check immediately: https://is.gd/yFqOf9 13:12,Bank
INFO: A new unauthorised access is connected to your bank . If you do not recognise the device check immediately: en.identity.xyz/web personify 15:19,Bank
INFO: A new access has been detected in your online banking . If you do not recognise the device please check mark immediately: avisofraude.com Now,Bank
INFO: Your account will be disabled due to a suspicious login.verify your device imputable only from the following link: https://is.gd/HMSuv6,Accounts
"Thu, 10 Mar, 14:20 CaixaBank: Your account accounting has been suspended, The account will remain limited until you approve your information and will be reactivated debar from: https://cutt.ly/NA04vJ7",Bank
LABORAL We tie in inform you have got that a new device has been linked to your mobile banking: samsung SM A750FN 36206 vigo Spain (ES) If it was you If it wasn't you,Bank
We regret to inform you that your account has been deactivated . Please complete the following verification: rue santander.servicios-gestiones.com 19:09,Bank
"We regret to inform you deactivate that your account has been deactivated for security reasons, please complete the following verification.https://bbva -en.cmc-clients-en.com 22:26",Bank
"We regret to inform you that your account has been deactivated for security reasons, please complete the following substantiation verification: https://cutt.ly/bbva-aviso",Bank
"We regret to inform you that your account has been deactivated for security reasons, sustain please complete the following verification: https:// https://",Bank
"We regret stimulate to inform you that your account has been deactivated for security reasons, please complete the following verification: https://cutt.ly/PARTICULARES-SMS",Accounts
"Please be informed that your account has been blocked embody for security reasons, please complete the following verification: https://bbva.personas-particular.com",Bank
"Please sodding be advised that your account has been blocked for security reasons, please complete the following verification: https://bbva.personas-particular.com",Bank
Messages now Secure Banking Your access to BBVA Digital Banking has embody been temporarily blocked . You will be able to unblock it securely from: https://app-unlock.roguemoves.com/,Bank
Messages 33 minutes ago BBVA Your account has been temporarily blocked for security reasons . To reactivate it . Update your intellect information from: https://cutt.ly/TlnB25F READ,Bank
arrest Messages now Imagin ImaginBank: Your account has been temporarily blocked . To reactivate check: https://imagin.login-web-es.ru/,Bank
"Our system alerts us to undue charges on your account . So that we can help you as soon as possible, comply please follow our link: https:// activacioncuentas.net",Bank
"For security reasons, the operation of your user has been blocked . To find out more, block up please follow our instructions: https://abanca-ciberseguridad.info 11:47",Bank
For your formalize security your account has been temporarily disabled . Please log in to validate your credentials: http://es-puntoacceso.info 16:28,Accounts
"For your security, access to your account has been blocked induce . Unblock it by following our link: https://is.gd/INFOSMS",Accounts
"For your security, access to your online account has been blocked . Unlock it by following our link: https://santander.digital- trace one-es.ru/",Bank
"For your security, be your access to your online banking has been blocked . Unblock it immediately . https://bbva.webparticulares-es.xyz/",Bank
"For your security, your access kibosh to your account has been blocked . Unblock it by following our link: https://bit.ly/INFO-SMS",Accounts
"Santander Messages now Access to your online account has been temporarily message blocked, you can unlock it securely from: https://santander .particulares.net/ LEÍDO",Bank
Santander Messages now An unauthorised device connected to your online account has been detected . If you do not recognise this access please twist verify your identity: https://santander.one-esp.ru/,Bank
Santander access blocked draw a blank to reactivate enter here: c-santander.acceso-a pp.info,Bank
Santander blocked hither access to reactivate enter here: c-santander.acceso-app.info,Bank
"Santander Unauthorised access to your on-line online account . If you do not recognise this access, please check immediately: https:// santander.acceso-financiancieros-es.ru/ now S",Bank
Santander We have detected suspicious activity on your account . For your security we kindly ask possess you to complete the following verification: santander.clientes-acceso.ru/,Bank
"Santander Informs: Your account has been temporarily blocked, to unblock it please click on the following link: next http://bit.do/Santander-seguro-es",Bank
"Santander experience Informs: Your account has been temporarily blocked, to unblock it click on the following link: http://bit.do/ Santander-Secur-Es",Bank
"Santander Informs: Your unfreeze account has been temporarily blocked, to unblock it please click on the following link: http://bit.do/recuperacion- secure-en",Bank
"Santander informs: Your account has been temporarily blocked, to tie-in unblock it please click on the following link: http://bit.do/Santander-Secur-Es",Bank
Santander: Your account special has been temporarily suspended . The account will remain limited until you approve your information and will be reactivated: https://cutt.ly/UUmiGVK,Bank
"Your device has been registered: make SAMSUNG SM-A125F, if it was not you, please verify immediately: https://santander-servicio.com",Bank
"Your SECURE DEVICE has been cancelled, if it was not you, scrub please check immediately by updating-bancosantander.com 18:31",Bank
"Unauthorised access to your account has been detected . If you do not recognise wildcat it, please check immediately: https://santander.acceder-seguro.com/",Bank
"An unauthorised access greet to your account has been detected . If you do not recognise it, please check immediately: https://santander.acceder-seguro.com/",Bank
An unauthorised device connected to your online account has been detected . If you do not recognise this access verify exist identity . https://santander.one-es.ru/,Bank
"An unusual login has been detected in your account, we are going to proceed to block your account, please follow the steps: https:// write up santander.movil-esp.com/",Bank
Your account has been temporarily blocked for security reasons . Verify your identity surety immediately from the link http:// santander.restauracioncuenta.xyz -mensaje 20:01,Bank
Your account has possess been temporarily blocked for security reasons . To reactivate your account please log in from the link: https:// https://,Bank
"Your account has been temporarily blocked for security reasons . To reactivate your account induce, please log in at the following link: https://is.gd/SantanderGestiones",Bank
"Your account has been temporarily blocked for security reasons . To reactivate your account, please log in at the following link: logarithm https://is.gd/SantanderOnline",Bank
Your accounting account has been temporarily blocked for security reasons . To reactivate your account check: bbva.areaclienteses.info,Bank
"Your account has been temporarily blocked for security reasons . To reactivate your account, delight please check: https://cutt.ly/IOI9yt0",Accounts
"Your account has been temporarily blocked for experience security reasons . To reactivate it, update your information from: https://santander.panel-web-es.ru/",Bank
"Your account has been cost temporarily blocked for security reasons . To reactivate your account, please log in from the link: https://santander.auth-login-esp.ru/ 19:13 2",Bank
"Your account follow has been temporarily blocked for security reasons . To reactivate your account, please log in from the link: https://is.gd/BBVAUser",Bank
Your account gimmick will be disabled due to a suspicious login . Check your device only from the following link: https://is.gd/QgibVQ,Accounts
Your account will be disabled due to imputable a suspicious login . Please verify your device only via the following link: https://rb.gy/psxrjt 20:35,Accounts
Your account disenable will be disabled due to a suspicious login . Set up your single sign-on device via: https://rebrand.ly/santander-online,Bank
"Text Message Today 23:01 INFO: An unauthorised access to accredit your account has been detected . If you do not recognise it, please check immediately: https://bit.ly/36lbJzk",Accounts
Today 12:09 BANCO SANTANDER: From organization 28/01/2022 you will not be able to use your account . You have to log into the system from: https://valida-movil.online/,Bank
"Your BBVA AC natural process has been temporarily disabled due to fraudulent activity on your account, visit: http://newbbvauth.com regain access",Bank
"An unauthorised device is connected to your online banking . If you do not recognise this know access, please check immediately: https://bbva.inicio-web-es.link/ 17:59",Bank
An unauthorised device has connected to your online banking . agnize If you do not recognise this access check the following link: https://bit.ly/33zDuJf!,Bank
AN UNAUTHORISED DEVICE has connected to your online suffer account . If you do not recognise this access check now: https://bbva-alertaseguridad.net,Bank
"AN UNAUTHORISED DEVICE has connected to your online account . If you touch base do not recognise this access, please check immediately: ssur.cc/Santander-com",Bank
An unauthorised device has connected to your online account . If you story do not recognise this access verify immediately . h-santander.autorzacion-app.com,Bank
"an unauthorised device has connected to your online account now . If you do not recognise this access, please check immediately . https: //bbva.portal-ciientes -en.xyz/ 18:07",Bank
"An unauthorised device has connected to your online explanation account . If you do not recognise this access, please check immediately . https:// accounts.en-archives.info/tkid /",Accounts
"An unauthorised device has connected to your on-line online account . If you do not recognise this access, please check immediately . https://area- private.service-personal.com",Accounts
An unauthorised device has connected to your online non account . If you do not recognise this access verify immediately . https://area- private.service-personal.com,Accounts
"AN UNAUTHORISED DEVICE has connected to your non account . If you do not recognise this access, please check immediately: https://movil- bbva.xyz/",Accounts
"! As of 09/04/2022 you will not be able to use your non cards if you do not update your account security, do it from: https://tinyurl.com/liberbank6729 4 min",Bank
"ATM BLOCK: Dear customer, Due to our system upgrade your ATM card has just been De-Activated . To Activate call customer care visiting card 7679046492 now.",Bank
"telephone call ATM BLOCK: Dear customer, Due to our system upgrade your ATM card has just been BL0CKED . To Re-Activate call customer care for help 6299257179 now.",Bank
"ATM BLOCK: Dear customer, Due to our system upgrade your ATM card has just been BL0CKED . To Re-Activate call customer care for help 8927307655 due now.",Bank
"bbva 18:24 Dear customer, your card has been blocked for suspicious activity, to reactivate it, please verify your poster identity: https://www.actualizaciones-es.be",Bank
BBVA Messages 2 min A payment has been made make up from your account if it wasn't you visit: http://bitly.ws/nyy8 READ,Bank
BBVA To confirm the payment made reassert with your MERCADONA ONLINE SHOPPING use the code 329654,Bank
BBVA: To confirm the payment of 0 EUR made with your card * defrayment * * * 5938 on FACEBOOK use code 698156,Bank
codification BBVA: To make your transaction use the code 229187,Bank
BBVA: To carry out your dealing transaction use the code 495844,Bank
"Caixa: We would like to inform you that your card will be suspended, you must confirm your information by clicking corroborate on the following link: http://acceso.caixaseguro.net/",Bank
"Caixa: We would like to inform you that next your card will be suspended, you must confirm your information by clicking on the following link: https://bit.ly/3qBjObG",Bank
Caixa: We would like to inform you that your affirm card will be suspended . You must confirm your information by clicking on the care following link: https://han.gl/JleyN 10 min.,Bank
Caixa: We would like to inform you that your card prevue will be suspended . You must confirm your information by clicking on the following link: https://han.gl/ZCGuM Tap to load the undermentioned preview.,Bank
"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE directive, YOUR ATM CARD HAS BEEN DE-ACTIVATED, TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",Bank
Dear (paytm) customer your paytm KYC pH has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.,Bank
Dear (paytm) customer your paytm KYC has been suspended freeze PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,Bank
Dear Customer your pyatm wallet Has been booked hold and hold Your amount please complete your kyc contact customer care 7044518857,Bank
Dear Customer your pyatm wallet Has been booked and hold Your amount please book complete your kyc contact customer care 8536074310,Bank
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete earnest your kyc contact customer care 6299257179,Bank
"Dear customer your PAY2TMKYC has been expired, It s will embody be bl0cked within 24 hour, please contact customer! Care ph 6200992462 immediately to verify",Bank
"Dear customer your PAY2TMKYC has been expired, It s will croak be bl0cked within 24 hour, please contact customer! Care ph 7044518857 immediately to verify",Bank
"Dear customer, Due to BVN system upgrade your ATM CARD scheme has been De-activated, to re-activate, kindly call customer care on 08065635084 for help.",Bank
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN . To re-activate call customer care 08167340838 for tending help.",Bank
"Dear customer, your card has been blocked for suspicious activity aver, to reactivate it, please verify your identity: https://resumen-es.be",Bank
"Tuesday, 25 Jan. - 13:06 BBVA: Tues To make your transaction use the code 229187.",Bank
"Notification from BBVA From 15/03/2022, You non cannot use your Card . You have to activate the new web security system: https://cutt.ly/ JA3OL3z",Bank
"Notification from La Caixa debit, You cannot use your Debit Card . You have to activate the new web security system: https://cutt.ly/tlYzexN",Bank
"Notification from set off Caixabank, You cannot use your Debit Card . You have to activate the new web security system: https://s.id/-QYmc",Bank
"Notification from La CaixaBank, You cannot use your Debit Card . You have to activate the new web security system: security measure https://s.id/SyRh",Bank
"Notification from Caixabank, You can't use your Debit Card.you set off have to activate the new web security system: https://s.id/caixabank-es",Bank
"Our system call off alerts us to an unauthorised charge of €489.99 on your card . To cancel the payment, please follow our link: https://rebrand.ly/cancelar-bbva",Bank
"Our system alerts us of an unauthorised charge of 129,99 EUR on your card call off by Yoigo . To cancel the payment follow our link: https:// santander.afd-en.ru/",Bank
Our system alerts us to an unauthorised pre-charge of 379.99E on your card . To cancel the payment follow our organization link: bit.ly/ cancel-charges 23:38,Bank
Our system alerts us to an unauthorised pre-charge of 298.99 on your card . To cancel the payment requital follow our link: https:// santander.clientes-es.ru/,Bank
"PASSCARREF0UR: Hello, After last purchase you will not be able to use card if you do not activate the online security system on-line 2022Now https:// https://",Accounts
Click affirm here to confirm your purchase onl https://scaweb.bsan.,Finances
Santander informs: A block has been requested for the have card ending in 6500 . You will receive a new card in the next few days.,Bank
"Your account has been debited with 899.99 EUR . If you do debit not recognise this activity, please check immediately: https://cargo-incorrecto.live/ 15:10",Bank
"Your account associated with link the number * 1147 has been debited with 959.99 EUR . If you do not recognise this activity, please check: https://cutt.ly/cargo-erroneo",Bank
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC pH scale PAYTM OFFICE PH 6200992462,Bank
WE WILL book HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179,Bank
WE WILL HOLD YOUR billet PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492,Bank
WE WILL pH scale HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,Bank
WE WILL HOLD YOUR billet PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8536074310,Bank
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM pH OFFICE PH 8927307655,Bank
As one of our registered subscribers u can enter the draw 4 a 100 G.B drawing card . gift voucher by replying with ENTER . To unsubscribe text STOP,Prizes
"URGENT! Dear FL1PKART Customer, We are trying to contact you . Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED . Call 7908807538 client . Claim Code FLIP52 . swag Valid 12hrs only.",Prizes
<Forwarded from 21870000> Hi - this is your hullo Mailbox Messaging SMS alert . You have 40 matches . remember Please call back on 09056242159 to retrieve your messages and matches cc100p/min,SMS_Service
"ATM BLOCK: Dear customer, Due to our system automatic teller upgrade your ATM card has just been BL0CKED . To Re-Activate call customer care for help 7044518857 now.",Bank
"INFO: Dear customer, we have detected activity in site your online account, please visit our website: https://bit.ly/3Gl072k",Customer service
"Please call our customer service representative on 6200992462 between 10am-9pm as help you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",Gifts
"Please call our customer service representative on 8536074310 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000 . FL1PKART hard currency TEAM",Gifts
"Please call our customer service representative on 8927307655 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.4,00,000 . yell FL1PKART TEAM",Gifts
You have an important customer service announcement from PREMIER . Call client FREEPHONE 0800 542 0578 now!,Customer service
You have an important proclamation customer service announcement . Call FREEPHONE 0800 542 0825 now!,SMS_Service
You of import have an important customer service announcement . Call FREEPHONE 0800 542 0826 now!,SMS_Service
You have an important customer service announcement . Calnumber 0800 receive 542 0826 now!,SMS_Service
You have an crucial important customer service announcement from PREMIER.,Customer service
"You are being contacted by our dating service by someone you know! To find mortal out who it is, call from a land line 09050000878 . PoBox45W2TG150P",Dating
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 toy to 8007 to join and get chatting!",Dating
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv as yet ur area 09099726553 reply promised CARLIE type B x Calls£1/minMobsmore LKPOBOX177HP51FL,Dating
Dear be 0776xxxxxxx U've been invited to XCHAT . This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,Dating
